"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
334,1,49035.81757,3426.49782,215.31443,450.26396,4.14578,4.53217,28.1328
335,1,49157.44574,80445.89193,185.23512,663.53689,7.44201,1.97577,12.66995
336,1,49302.53934,39558.22975,141.88925,338.08112,5.93303,0.45982,11.7227
337,1,49443.73342,13822.25238,151.88215,568.89662,6.76546,1.05236,10.08938
338,1,49537.24648,70639.39726,201.83774,144.0217,7.05144,0.4687,26.8074
339,1,50133.75595,55094.57299,190.82886,174.53789,6.8705,0.44058,22.55254
340,1,50227.23962,57181.1411,181.68637,175.85164,6.39295,0.35787,20.98104
341,1,50267.42221,68218.33787,159.45192,235.75712,6.84032,0.43812,15.90651
342,1,50579.64514,15134.78986,145.88458,170.3938,5.19784,0.37455,17.10458
343,1,50863.83219,18526.29331,211.36765,598.69955,5.48957,6.87735,28.34174
344,1,50781.79272,66306.7893,164.80904,589.25667,8.0691,0.8996,10.62083
345,1,50744.21194,70627.0495,209.07186,202.49869,7.2961,0.59984,23.72167
346,1,50894.06751,26013.27686,159.66999,503.45501,6.67966,0.81139,11.09355
347,1,51625.36803,60377.40268,155.68885,464.86248,7.11163,0.61955,11.06071
348,1,51848.8128,44140.88422,129.91735,425.80819,12.23852,7.13369,17.93967
349,1,52301.08194,69730.72544,160.19958,325.10453,6.86064,0.46039,13.51823
350,1,52433.73138,32810.79008,167.96173,299.6045,6.28235,0.52666,14.94906
351,1,52336.79995,43497.20334,139.8472,275.39412,10.00344,4.26555,21.01125
352,1,52398.31718,71954.52097,159.07209,295.05966,6.40998,0.34507,13.92112
353,1,52565.76451,5551.20328,140.24059,134.79774,4.09433,0.41008,18.73303
354,1,52940.79548,14543.48497,137.32317,254.11996,5.30971,0.68669,13.56785
355,1,52937.15734,53775.79738,188.35185,327.38904,8.36323,0.72861,16.55669
356,1,52841.13684,55401.24766,189.82941,134.09459,6.65383,0.32645,25.22675
357,1,53034.11183,10380.45486,148.9787,345.76205,4.93332,0.72886,12.54545
358,1,53100.37757,65919.99949,158.17763,245.24201,5.90081,0.37067,15.3026
359,1,53144.25496,42401.75018,147.78297,468.93537,8.87507,1.91598,11.9559
360,1,53417.94915,22604.80771,153.57447,279.46447,5.98493,0.57808,14.25146
361,1,53285.05422,42846.88737,359.70398,438.10236,6.9459,3.66668,57.72027
362,1,53869.54359,18581.39106,232.62934,560.20062,5.07808,7.98548,39.558
363,1,53613.24741,75403.66998,157.0455,123.27388,5.53386,0.60754,23.02364
364,1,53881.24446,45777.24602,149.35662,291.81546,6.63573,0.38258,13.20903
365,1,53880.80362,61566.82287,171.77872,538.87681,8.18057,1.17923,12.01791
366,1,53763.65947,70119.49371,197.90205,103.9316,6.09183,0.42577,31.1391
367,1,53830.91103,76321.03775,165.15734,186.27406,5.29228,0.34813,18.41898
368,1,54004.39032,18578.27141,262.75219,675.5812,4.61232,9.16281,46.35373
369,1,54289.54449,42093.61452,192.60825,229.72667,7.35318,0.83646,21.15095
370,1,54692.21875,26721.84919,138.8563,276.72637,6.25315,1.23878,14.06438
371,1,54674.34342,51717.37109,156.35787,577.82111,7.84441,0.92347,10.18527
372,1,54688.85818,68336.33091,197.87862,145.92701,6.18965,0.36033,25.37484
373,1,54817.5561,7650.32783,137.6527,125.3499,4.17887,0.49006,19.3935
374,1,54978.4469,27525.88868,158.59401,292.41244,6.66559,0.73859,14.69532
375,1,54986.89526,28878.43471,141.58913,273.5899,6.29581,0.5297,13.18814
376,1,54995.70997,30473.39642,168.08604,618.24866,8.18777,1.43524,11.15528
377,1,55230.67671,44361.17264,302.85345,315.66365,6.14982,3.71896,57.7355
378,1,55217.38995,45927.91542,173.31268,154.88324,6.37953,0.32735,21.25916
379,1,55277.90946,54492.43722,151.60186,293.41104,7.46783,0.431,13.44853
380,1,55302.57142,80153.05051,167.08599,194.66816,4.63289,0.35676,18.23439
381,1,55442.65461,909.04464,147.47069,145.15795,3.58013,0.45825,19.11168
382,1,55417.21333,15095.21656,153.30464,81.64021,4.3674,0.27589,26.08543
383,1,55591.42401,59920.17642,155.21099,221.60211,6.33476,0.29863,15.67348
384,1,55800.95458,44256.45237,137.67393,271.99353,8.60274,2.30438,16.20385
385,1,55850.30373,40726.92265,141.92208,278.65434,6.17888,0.5394,13.10646
386,1,56129.80589,1695.27244,139.07179,83.11005,3.84262,0.49181,24.59113
387,1,56148.02064,16103.82269,153.23736,202.08932,4.85513,0.34658,16.35311
388,1,56345.94473,22881.85322,320.6093,1625.65631,4.53179,18.21038,53.85994
389,1,56122.08113,69133.70801,197.66777,120.32691,6.4887,0.48546,29.11798
390,1,56314.84657,53468.63224,178.52448,264.80725,7.98457,0.48535,16.91236
391,1,56453.25366,4295.51769,145.01947,130.14542,3.78581,0.29113,19.32913
392,1,56367.80109,22801.36321,280.1392,1390.89363,4.55144,16.67853,44.75685
393,1,56451.53455,34054.90257,136.30968,228.14426,5.71193,0.62379,14.15995
394,1,56358.48917,66243.15994,155.17722,133.56125,5.50821,0.22423,20.15654
395,1,56571.76709,543.70752,140.57204,62.40668,3.42391,0.21585,27.15677
396,1,56896.90359,19470.77617,153.3825,251.04996,5.48602,0.56073,15.04424
397,1,56891.80714,59258.98216,148.41692,234.6366,6.38743,0.32757,14.60842
398,1,57193.99962,35193.19097,161.4825,146.16702,5.62919,0.65279,21.7525
399,1,57134.01439,68024.10275,186.9605,103.14729,5.79264,0.28407,28.29349
400,1,57463.92603,54729.75451,194.03647,231.03677,8.38617,0.49536,19.90873
401,1,57460.08872,72578.71775,160.81138,127.40836,5.33379,0.28961,21.68359
402,1,57664.19839,74226.12417,277.87801,560.16413,3.85549,4.98935,37.69867
403,1,57879.59812,39062.99775,169.99404,193.66382,6.15941,0.35998,18.6195
404,1,58055.01417,21420.72239,141.78239,521.11593,7.0715,1.07985,9.87982
405,1,58110.15941,9755.71918,133.00639,123.70589,5.53024,1.65515,23.48709
406,1,58456.87651,64994.23313,195.98625,273.83385,7.28242,0.45713,18.22343
407,1,58567.90992,8831.54636,136.69774,193.4321,5.20797,0.59936,15.47924
408,1,58842.39588,10132.37156,133.82342,115.32425,5.3437,1.70075,25.0049
409,1,58983.90617,63781.95351,155.53062,354.24353,6.63185,0.70837,12.91361
410,1,59107.54466,38320.91558,140.58305,339.68966,6.31078,0.66215,11.84462
411,1,59090.75852,44092.92409,168.74086,189.8031,5.83939,0.46262,19.01743
412,1,59153.54808,72812.62106,280.34539,274.50844,6.01149,1.32907,33.38972
413,1,59233.16991,3518.31785,137.03176,121.43794,3.91392,0.59616,20.0369
414,1,59230.50836,54803.11247,176.35053,1011.78263,10.29302,4.25415,11.31296
415,1,59419.47728,28488.49025,161.84613,188.63171,5.46032,0.49908,18.38797
416,1,59400.09801,71887.2546,236.16949,124.20848,5.25344,0.58775,36.04361
417,1,59370.9976,77184.57875,163.61128,104.8153,4.34229,0.18087,23.89607
418,1,59728.40737,69586.14991,197.84108,138.3704,5.56874,0.34339,26.00592
419,1,60004.2143,51724.85511,146.33403,321.69438,7.25192,0.68796,12.74514
420,1,60294.45047,6788.96358,144.36264,110.96798,3.6476,0.28549,20.90503
421,1,60230.65422,30398.119,141.16291,325.16451,5.5776,0.61765,12.1153
422,1,60260.49785,37279.22698,143.03977,371.53639,6.0106,0.64281,11.46533
423,1,60204.4165,52746.9624,146.16693,308.90341,9.24145,1.88889,15.19985
424,1,60234.635,80375.86714,220.52603,80.21711,4.32136,0.24318,38.07316
425,1,60363.3743,53487.52498,181.56261,196.91607,9.93793,1.61708,25.31303
426,1,60626.49956,9576.29736,137.73038,154.91459,4.57177,0.50993,17.35519
427,1,60757.4324,11809.62246,150.36012,131.45203,3.91708,0.27368,19.87333
428,1,60774.64786,64055.37794,154.03713,264.85895,6.06287,0.31215,14.20243
429,1,60699.79321,76675.88985,195.9969,85.66463,4.51159,0.226,32.2938
430,1,60871.36506,47285.28147,143.45114,230.29493,5.522,0.36358,14.3291
431,1,61000.72069,32407.65207,139.20822,271.30591,5.28737,0.47679,12.93989
432,1,61000.01037,44989.12557,173.26708,239.6066,6.25142,0.39749,17.06156
433,1,61280.67654,24847.98606,153.12425,148.47481,4.76507,0.70859,20.58098
434,1,61248.09911,40807.5853,172.67202,342.81716,6.88031,0.61383,14.47879
435,1,61195.12864,67428.6347,188.27452,271.57514,6.54647,0.45084,17.53567
436,1,61430.54857,54586.65542,148.98727,342.25492,8.66803,0.54083,12.34164
437,1,61461.4045,58861.56869,187.68709,280.20348,6.87473,0.51499,17.36643
438,1,61703.95204,9813.2035,142.09082,95.44938,4.30439,0.28773,22.29079
439,1,61900.10915,13854.72289,147.70582,222.04025,4.15525,0.40336,15.1209
440,1,62350.43819,56856.76669,247.03682,370.57674,6.24989,3.74916,36.35677
441,1,62733.76979,7296.84961,140.04937,150.03945,3.85402,0.32776,17.42984
442,1,63161.84602,30134.17397,158.7266,221.70918,5.08584,0.52074,16.56882
443,1,63073.4898,33903.45395,141.01385,279.43472,5.11248,0.40456,12.795
444,1,63162.69737,50042.27127,170.9043,185.18096,5.57221,0.33168,19.07698
445,1,63530.56201,54572.69661,190.18058,882.03164,11.32445,1.39347,10.38882
446,1,63639.6963,80052.7904,242.0876,235.89146,4.54511,0.92525,27.68254
447,1,63642.01404,80575.36701,305.4904,271.83822,4.17185,1.28918,37.26578
448,1,63688.71259,24435.22321,155.49915,133.22413,4.8417,0.25988,20.35792
449,1,63682.59135,41020.80544,171.53427,606.79022,7.99192,0.97917,10.98952
450,1,64066.40094,22801.02076,156.55669,545.41542,6.30033,0.86435,10.46338
451,1,64622.69155,67625.55428,200.92011,70.03816,4.62811,0.23245,37.00099
452,1,64692.59635,19770.92973,132.69379,208.90606,6.03923,0.9864,15.20838
453,1,65256.51785,54811.42163,146.5799,331.52784,7.5263,0.51713,12.31387
454,1,65573.98484,19340.66265,138.71371,367.75886,6.28108,1.01913,11.63875
455,1,65995.15163,60191.5486,152.19235,150.28141,4.86594,0.19853,18.51736
456,1,65945.87789,71652.4249,211.36785,136.63439,4.68822,0.34804,28.11625
457,1,66207.80212,64381.63066,185.801,92.35901,5.13996,0.33885,30.2969
458,1,66292.52269,29467.19799,159.86549,119.89236,4.40049,0.44585,23.00788
459,1,66259.40515,52380.07263,145.59248,216.25123,5.573,0.30313,14.90655
460,1,66369.43935,66068.752,203.31067,117.86122,4.94935,0.28387,28.74336
461,1,66597.81592,40424.75847,163.64356,279.56846,5.33338,0.5087,15.0658
462,1,66651.20411,74631.78908,154.8791,133.49685,4.09448,0.19892,20.03142
463,1,66742.06986,62969.34845,143.95202,133.50254,6.09139,1.26295,22.80465
464,1,67032.96271,13063.17334,145.65003,111.62425,3.58404,0.26392,20.93891
465,1,67007.80601,23245.7545,151.95376,214.18369,4.929,0.43367,15.92928
466,1,67138.82137,26093.61555,334.18988,569.73449,2.86702,7.39223,70.03788
467,1,66962.11377,68387.10648,182.22614,67.95626,4.56349,0.17478,33.3586
468,1,67163.33439,48638.40999,146.77804,387.63727,6.00621,0.53811,11.37805
469,1,67126.19482,63707.32301,183.45735,117.61404,6.32036,0.62273,28.16735
470,1,67453.94835,2783.88451,129.24373,57.60258,3.71329,0.84228,30.74826
471,1,67224.99393,26067.56339,350.70465,596.85689,3.02293,7.38575,73.24382
472,1,67428.60966,80653.77439,199.93023,97.7039,4.19612,0.28501,31.26037
473,1,67656.26448,3531.79003,136.13034,88.59495,3.95256,1.02583,26.20859
474,1,67750.61428,7662.55014,149.7154,184.99912,4.18079,0.61029,17.45809
475,1,67866.70514,56607.06908,177.78198,74.39775,4.88598,0.26731,31.8643
476,1,67926.85586,70215.57671,187.34033,172.15438,4.86656,0.33514,21.8055
477,1,68088.69117,3738.04753,256.43175,98.78515,3.95269,2.82337,97.50837
478,1,68322.63102,78728.87526,196.06731,90.22566,3.9841,0.2116,31.29407
479,1,68707.66202,16479.0668,149.76798,140.60111,4.5173,0.39722,19.53581
480,1,68874.63738,4276.82049,125.17546,35.11524,3.91913,1.36867,48.06297
481,1,68914.59534,43758.04775,164.3088,175.78846,4.74953,0.3848,19.0161
482,1,68944.80793,49391.69605,180.09427,211.11803,7.06174,0.55785,19.55045
483,1,68947.01164,59116.04098,183.52013,106.17906,5.14795,0.33248,27.66602
484,1,69091.5411,15521.08621,136.65862,191.6295,5.33601,1.59716,18.1507
485,1,69432.04671,62116.72327,194.00649,150.01867,5.34525,0.29318,24.11481
486,1,69596.23926,20707.6288,149.49337,106.74286,4.2704,0.29036,22.12207
487,1,69497.23742,75377.77673,194.46335,118.81244,4.07499,0.23157,26.96565
488,1,69603.905,22313.73433,148.83056,60.52788,4.07656,0.21906,29.24965
489,1,69630.8921,65496.74667,140.44375,313.80079,7.97182,3.63763,17.80444
490,1,69638.28132,79383.32413,203.86717,54.19168,3.64798,0.20985,42.80491
491,1,69772.64411,16019.66795,138.08197,236.73275,5.7429,1.16918,15.16347
492,1,70153.29618,52894.71885,180.15653,203.48408,6.31103,0.3462,19.20175
493,1,70354.01152,48959.37407,157.23343,950.01606,8.23289,2.02919,8.53171
494,1,70109.00446,65767.95852,334.76685,434.32847,3.5095,5.20378,67.13592
495,1,70296.0518,68181.032,155.8941,104.83582,4.27285,0.18913,22.81092
496,1,70444.85493,63796.20104,150.69997,114.18395,4.58105,0.19596,21.12936
497,1,70679.53009,2709.8139,155.62866,232.22906,5.79887,1.66301,18.96344
498,1,70968.49178,27890.30595,136.26093,263.87407,5.1272,0.6594,13.14289
499,1,70896.08379,34430.11282,162.03399,189.58071,4.69443,0.30994,17.78635
500,1,70978.40771,54506.44948,179.72618,151.51521,5.50347,0.24593,21.96231
501,1,70943.97101,59783.39297,150.15979,232.66647,5.19081,0.33399,14.85701
502,1,71089.69538,22993.11853,149.28956,374.7052,4.96915,0.69843,11.99491
503,1,71183.85962,47359.44052,185.60303,103.89689,5.24139,0.32878,28.30113
504,1,71292.92867,50954.73393,141.66735,404.97011,10.91931,7.26825,21.55655
505,1,71476.51804,74189.10273,188.03442,105.89014,3.96176,0.27229,27.97829
506,1,71680.28034,9131.12408,143.68417,79.66731,3.45889,0.35077,25.18547
507,1,71844.50221,28524.10203,136.85759,178.54538,4.818,0.49287,15.92965
508,1,71738.18172,50825.9795,249.63456,577.68985,5.43961,8.8166,47.27097
509,1,72074.96381,20929.2173,153.47946,88.21957,3.89703,0.2035,24.64785
510,1,72128.67718,55841.49775,149.26206,376.00158,5.55365,0.6053,11.8467
511,1,72192.02521,33333.38962,138.25345,215.05675,4.68691,0.55118,14.68538
512,1,72348.67237,46700.07135,170.19217,127.9956,4.71139,0.37563,23.34387
513,1,72587.17217,59658.84377,150.1348,336.35374,5.51416,0.58956,12.6252
514,1,72779.29377,13781.24741,141.40922,144.87043,3.98347,0.45859,18.3279
515,1,72884.58174,44135.06752,163.90177,138.94618,4.15669,0.26408,21.01231
516,1,73048.34416,5956.13545,141.2501,80.97794,3.17493,0.21894,23.81376
517,1,73282.64826,69680.5459,155.73302,73.93182,3.5711,0.15329,27.09884
518,1,73538.70855,7651.10761,140.92435,114.48293,3.70525,0.42467,20.61309
519,1,73815.14883,35324.98433,140.53512,174.17053,4.05538,0.24885,15.98692
520,1,74682.49827,61899.31345,149.71186,133.98624,4.16184,0.22084,19.40808
521,1,75522.7071,6019.43539,150.72178,83.96454,3.50293,0.3753,25.86764
522,1,75600.3397,7520.00479,144.54426,91.63908,3.57822,0.37908,23.6423
523,1,75643.80795,19245.27278,137.46728,121.39516,4.04011,0.32318,19.11744
524,1,76254.36566,12857.16118,143.18575,84.40521,3.53101,0.28471,23.96299
525,1,76258.37123,28218.43125,154.85527,189.50646,4.57883,0.46284,17.4174
526,1,76735.01148,10159.63609,140.25947,80.16361,3.49695,0.30404,24.22788
527,1,76746.39783,27260.16856,148.91005,93.8927,4.36993,0.36957,24.00739
528,1,76754.94907,71008.69188,157.36097,76.80568,3.47173,0.25108,27.50326
529,1,76829.62301,11578.37988,139.31729,44.85549,3.28227,0.15386,31.48
530,1,76949.3751,18135.62012,141.66224,224.59454,4.53214,0.60173,14.81004
531,1,76847.47941,66154.33952,189.6943,56.76728,3.59582,0.18529,38.3693
532,1,77004.09695,25142.30928,140.98026,330.42997,5.1378,0.88452,12.36993
533,1,77170.52936,53053.58114,165.47982,192.33751,4.62827,0.28128,17.94622
534,1,77520.64882,73286.89016,157.61913,83.50469,3.22834,0.11912,25.54878
535,1,77987.58215,2562.54569,134.77155,52.1601,3.02369,0.5513,31.48212
536,1,78128.85603,1091.0442,136.85003,57.15283,2.80985,0.1844,27.47496
537,1,78190.48941,44096.85938,142.85196,155.89981,5.15171,0.92844,19.32608
538,1,78390.36736,29006.70531,234.81447,457.01955,3.73442,4.93191,33.65363
539,1,78314.39231,52240.24112,172.80186,86.65628,4.20175,0.23907,28.29278
540,1,78328.97766,57262.1701,182.73075,155.73921,4.32488,0.33497,22.41883
541,1,78577.49558,3128.31178,130.69871,38.0166,3.14478,0.65733,37.98921
542,1,78835.24693,63191.94589,150.82544,98.92715,3.6712,0.16325,22.63094
543,1,79194.90156,10943.92586,143.81387,49.27886,2.97449,0.16847,31.0568
544,1,79087.36083,53420.75735,138.7002,49.1896,4.24895,0.50524,33.14159
545,1,79288.93765,5590.54888,140.6863,37.83291,2.71138,0.12623,34.44722
546,1,79487.69453,43770.96542,267.4971,674.45393,4.17718,6.17431,35.10575
547,1,79887.51228,53653.47544,168.40518,73.44943,4.00545,0.21048,29.85316
548,1,79839.80435,60896.54032,188.27971,91.21429,3.88441,0.24478,30.11906
549,1,79969.56661,62495.1704,185.33833,67.74714,3.77043,0.18689,34.12369
550,1,79856.67522,68687.74572,189.9485,78.7411,3.72732,0.19409,32.38907
551,1,80024.36036,25542.58669,152.61735,95.35906,3.83017,0.25159,23.77956
552,1,80016.62782,57875.72027,189.0665,67.92258,3.85753,0.2494,35.49619
553,1,80900.518,27594.91218,152.22355,102.21352,3.82181,0.26892,22.94967
554,1,81399.52367,29348.65443,138.06007,89.27704,3.88189,0.19207,22.00471
