"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
168,1,25596.71628,29522.59649,163.97946,734.57793,15.10472,1.89758,10.27552
169,1,25504.9169,54370.37553,179.45175,544.24177,13.78448,4.9075,19.27502
170,1,25550.55638,62475.42566,176.59394,214.10953,10.26075,0.46409,18.68696
171,1,25708.12659,57849.1767,187.32746,339.00702,13.16017,0.8697,16.49632
172,1,25780.56508,72341.74425,196.50231,240.72193,10.2636,0.59145,20.08674
173,1,26225.26945,12125.48693,143.21969,405.33538,9.15931,1.64024,12.21398
174,1,26377.42082,23189.85799,156.05199,726.38767,11.71991,1.79451,9.69356
175,1,26517.46745,50677.6698,141.20941,418.54021,15.19212,3.1418,13.89114
176,1,26660.01451,29041.91002,179.1843,1663.21507,24.32265,18.96543,18.87678
177,1,26615.55051,61196.79528,189.76828,256.30802,11.40117,0.69956,19.04908
178,1,26639.63058,74426.03493,211.61236,133.91898,8.47803,0.42732,29.07537
179,1,27150.99982,51382.57218,149.31913,820.47575,16.35822,2.51515,9.13174
180,1,27550.0081,8601.87842,154.30175,996.01178,12.15344,2.62734,8.51167
181,1,27603.31538,33243.97591,146.3334,940.40571,15.27709,3.16003,8.63444
182,1,27651.79768,41678.23878,142.13821,484.04079,10.94169,1.19105,10.43093
183,1,27630.31418,48903.80228,150.70094,850.34433,15.17891,2.83621,9.27091
184,1,27721.68414,50086.55857,148.69698,841.34727,17.19236,1.99209,8.58247
185,1,27789.42823,80060.41958,157.437,158.5881,7.5513,0.45908,19.49254
186,1,27998.27272,3683.45229,139.42928,205.63661,6.01093,0.64033,15.37087
187,1,28087.79672,19509.63883,146.72258,818.22436,13.52012,3.5986,9.78665
188,1,28212.47474,7007.28672,164.81768,673.75298,10.73368,2.83154,11.93367
189,1,28197.3875,67358.43336,182.71577,297.52304,10.44079,0.661,16.72102
190,1,28453.63529,35679.36586,158.62637,1270.57991,15.85339,3.78359,8.23475
191,1,28325.59045,38364.69027,169.13335,672.52272,14.34383,1.32066,10.58113
192,1,28698.84008,20162.31653,143.99023,331.06791,13.24817,4.29858,19.13492
193,1,28691.02555,34013.7134,126.34617,549.31963,20.54982,10.49975,17.93965
194,1,28661.32151,70803.72796,152.94448,499.12859,11.21897,0.95184,10.81289
195,1,29235.81433,34563.63662,121.69179,344.63281,20.47498,11.13988,26.53734
196,1,29199.60655,59774.3513,187.35623,217.14552,10.5633,0.47493,19.76957
197,1,29482.497,26869.46687,203.93459,1145.56879,12.62687,8.96253,18.55377
198,1,29744.05544,55209.94162,164.96331,1513.86107,16.41726,4.34816,8.02454
199,1,29670.46761,65574.39085,183.48813,209.97298,9.93092,0.47865,19.71032
200,1,29860.6467,11210.70784,143.73468,220.76958,8.15458,1.11941,16.3873
201,1,29994.57086,49824.26099,149.27143,608.50209,14.39834,1.24484,9.71809
202,1,30195.99181,22471.31982,148.59023,1034.59566,14.43879,3.47653,8.48044
203,1,30164.41493,31549.96524,160.341,714.42466,13.42812,1.56177,9.8711
204,1,30412.14702,15040.40244,139.09083,326.79174,8.8254,1.3324,12.94458
205,1,30601.71998,41860.98782,144.72992,717.4994,12.47166,2.06526,9.19653
206,1,30866.08872,38419.83947,152.52866,1029.99005,14.45653,3.11605,8.53972
207,1,31071.91427,9838.04062,143.92571,350.91722,9.56719,1.79618,13.63947
208,1,31361.07899,58513.31968,193.99404,251.50158,10.21953,0.68793,19.67974
209,1,31247.22585,67421.07358,193.66255,465.64604,13.64298,0.99032,14.54275
210,1,32091.74153,18434.44837,258.0623,823.76111,7.31004,12.43105,48.53345
211,1,31950.77769,48853.17201,149.63641,963.42225,15.44977,3.04093,8.65269
212,1,31998.84882,77241.38665,213.33815,618.38613,12.13501,1.52758,14.78185
213,1,32274.86073,23904.9321,140.26519,523.84823,11.68548,1.61854,10.25077
214,1,32206.4552,36477.36461,154.45532,383.40531,11.63032,0.94433,12.62868
215,1,32282.40006,66632.99786,151.50152,495.72741,13.02598,1.06603,10.87278
216,1,32354.01529,26272.11851,148.83091,1118.43106,16.08268,3.47901,8.09471
217,1,32336.23809,73105.8991,154.22173,408.14891,10.69459,0.96919,12.21301
218,1,32614.08257,10234.19291,143.39204,549.25237,9.05127,1.35054,9.9598
219,1,32412.58208,18568.4053,230.38055,673.21964,9.98018,11.18196,43.45671
220,1,33098.32616,49918.06515,179.81917,771.10268,17.61129,1.43025,10.58264
221,1,33323.17325,32780.63294,128.48827,325.85171,14.76516,4.21202,16.40927
222,1,33525.72022,73665.82792,199.43504,132.92294,10.39776,0.51456,28.00815
223,1,34214.32959,26625.62599,142.23734,685.99117,13.14578,2.04181,9.24367
224,1,34253.49574,33115.55401,173.7526,1278.58141,17.34972,3.35722,8.87319
225,1,34508.3287,28177.68453,158.34294,551.12653,12.66417,1.12429,10.80661
226,1,34437.37579,49265.50547,168.28238,778.6313,16.11383,1.68403,10.02119
227,1,34509.63692,52817.66848,182.38648,273.56056,12.11162,0.78128,17.83455
228,1,34561.00962,70820.71859,157.19475,523.11925,11.40936,1.06099,10.96736
229,1,34655.27971,68036.60673,197.25587,375.93153,12.24372,0.758,16.18641
230,1,34847.6399,64336.8561,187.8235,203.68841,11.70402,0.93403,22.49516
231,1,34925.4281,37684.77507,143.83985,640.1696,12.90332,1.96114,9.67867
232,1,35072.98748,79465.82354,285.64455,528.52073,7.79512,4.63139,39.37356
233,1,35195.71228,65794.76712,199.09953,735.47478,12.45279,5.16505,18.32755
234,1,35149.27549,78101.29313,192.05269,170.2756,9.44128,0.41658,22.89669
235,1,35078.89267,79574.51157,380.66953,764.62278,8.7124,5.3993,52.26584
236,1,35579.03564,22121.72954,151.63877,295.17385,9.5728,0.75031,13.96913
237,1,35821.5136,65102.98512,210.94517,401.0777,13.66847,3.40434,25.4759
238,1,36159.22545,41142.29231,171.82038,975.60978,15.51211,2.59261,9.7342
239,1,36129.73667,81343.28811,159.83274,356.23614,9.32637,0.71283,13.25191
240,1,36262.39341,4515.37208,135.24519,187.06144,6.57129,0.57605,15.53878
241,1,36904.4634,40756.27272,136.59859,274.92561,19.3975,8.4412,31.55543
242,1,36889.93743,46253.24649,161.51709,262.14099,14.87487,5.5396,31.73627
243,1,36824.95337,51783.56312,146.21006,802.6399,14.33523,2.07089,8.71354
244,1,37212.39754,19617.64319,149.95227,570.85573,11.40954,1.55139,10.42441
245,1,37434.29821,38606.239,140.10908,588.694,12.35463,1.50487,9.47619
246,1,37609.84728,46727.75005,144.53561,785.32233,15.97255,2.14993,8.7697
247,1,37871.85682,16919.6063,143.59192,248.69619,9.49143,1.11664,15.26617
248,1,38080.39086,55903.7201,187.54248,674.54611,14.0138,1.41232,11.95128
249,1,38410.20569,72429.9376,210.86873,541.5402,11.00092,6.51257,29.59412
250,1,38486.95069,33700.92765,150.19933,464.64573,15.95135,2.42976,12.95831
251,1,38587.46408,17751.09552,137.54385,429.39789,11.91793,1.37767,10.98317
252,1,38577.68641,20961.45426,152.07678,681.28518,12.5608,1.29087,9.34574
253,1,38620.29452,74810.04192,204.02297,222.04278,10.33034,0.63956,22.10441
254,1,38812.1468,34575.63444,164.19412,644.07938,15.98029,1.64856,10.84888
255,1,38847.13151,79191.3788,207.42372,138.72005,8.23986,0.32669,27.18465
256,1,39000.57557,28348.86267,144.37101,735.60715,14.99566,2.39426,9.29121
257,1,39067.81572,72576.44715,215.52793,589.95723,14.10026,2.45779,17.46488
258,1,39392.6571,4090.28896,144.26737,627.2692,8.61091,1.78081,9.66855
259,1,39553.54181,49952.96632,176.57998,635.77423,15.32361,1.44305,11.60265
260,1,39787.58944,45046.5107,142.7834,619.9599,13.56176,1.95945,9.78112
261,1,39689.90641,74047.74276,205.0688,158.47084,10.49572,0.60776,26.75509
262,1,39889.92686,33837.98497,147.67481,1071.48517,18.30978,3.0423,7.98552
263,1,40052.27287,32082.8665,168.49934,1598.42733,19.15673,7.69658,9.83377
264,1,40214.05514,5828.02606,139.27379,273.2963,7.23762,0.78403,13.39533
265,1,40247.45269,29243.59907,142.2154,699.21989,15.70831,2.03985,9.13754
266,1,40206.45875,54877.04154,167.0039,341.9832,15.02425,1.128,15.01878
267,1,40374.82359,13159.66134,143.37488,353.93414,9.88254,1.15594,12.51103
268,1,40419.0249,15820.22449,158.66636,1047.16234,15.79401,3.4671,9.09598
269,1,40515.39696,20244.94366,153.16546,661.43711,11.759,1.6034,9.85113
270,1,40507.32745,51400.02712,144.78903,735.41273,15.66187,1.98667,9.00883
271,1,40579.84077,53913.58698,153.45144,892.81068,17.0395,2.28546,8.78917
272,1,40655.38108,14772.37733,151.62838,859.19358,14.91391,3.03479,9.42951
273,1,40653.71524,46000.76423,172.1739,755.65374,16.71439,1.37972,10.15798
274,1,40938.50071,27174.14113,264.62502,1831.88568,10.77045,17.30755,32.08448
275,1,40956.67228,60876.53764,153.93673,807.02525,14.18172,2.27148,9.35557
276,1,40967.74479,44954.95383,144.98871,481.57674,13.89703,1.92724,11.52694
277,1,41031.69539,58776.36355,168.39762,290.20632,15.56223,1.99616,19.06617
278,1,41107.28138,59668.26729,165.69447,325.54122,16.25985,1.9197,17.16038
279,1,41309.47888,25672.82461,136.47666,573.01298,14.75807,1.79189,9.59909
280,1,41324.30743,62202.38897,187.62263,237.83306,12.61673,0.74578,19.79233
281,1,41583.36168,4706.87023,138.0989,199.24554,6.74699,0.51178,15.19875
282,1,41626.09097,29139.68924,139.27183,323.79841,15.72021,2.20053,14.49655
283,1,41746.02204,66888.2511,185.8812,347.50513,11.62688,1.00363,16.46093
284,1,41871.7497,27609.03122,152.6447,711.72913,20.24824,4.16477,11.8288
285,1,41909.84315,42244.27484,142.53639,506.85505,11.38999,1.2298,10.23456
286,1,42129.62322,53320.23183,137.53136,429.45861,17.77924,2.05051,11.78439
287,1,42287.40668,24981.31885,135.90484,468.29406,13.10798,1.43872,10.38269
288,1,42294.04272,29955.15677,150.09721,597.5856,14.68872,1.35731,9.97909
289,1,42293.85451,40513.8395,140.79312,578.99205,12.62218,1.77898,9.86025
290,1,42843.47182,11500.88176,150.94255,588.39909,10.57841,2.65607,11.49538
291,1,42845.96693,31730.61426,150.37189,454.17175,12.25699,0.82094,11.03551
292,1,42856.95886,58080.47991,191.60622,607.04519,16.02128,2.06997,14.08937
293,1,42797.44271,66320.76907,187.39141,421.1528,14.65781,1.28353,15.47208
294,1,43052.88519,39526.4778,161.40455,477.56774,12.68497,0.99157,11.77626
295,1,43133.4315,53270.12872,154.71996,1093.82411,19.77745,3.14015,8.38259
296,1,43151.32665,54578.58112,191.44117,881.99119,19.74117,1.3552,10.4258
297,1,43110.00879,58955.96377,149.65278,829.42933,18.02417,2.8487,9.34742
298,1,43436.37492,22583.25253,142.85829,487.68813,10.47784,1.05593,10.30493
299,1,43722.75534,9003.07473,143.88929,549.27859,9.94776,1.56038,10.19813
300,1,43903.95594,66748.35803,308.04657,1004.30677,10.58159,13.644,60.79997
301,1,44019.67729,12862.83044,142.3586,236.03611,8.08236,0.58665,14.45966
302,1,44193.90114,1140.13748,136.86127,128.68057,5.84203,0.47402,18.95101
303,1,44157.16587,66782.45379,267.27986,896.05699,10.84717,12.62028,48.47396
304,1,44328.19251,39082.94923,163.33703,317.3785,11.2759,0.81355,14.64019
305,1,44585.98475,8803.21183,135.09774,224.30019,9.92838,1.91175,16.99472
306,1,44729.92241,55836.09788,181.57663,370.87481,15.11926,0.74204,14.88536
307,1,45089.21331,74909.3352,202.83862,171.27939,8.3705,0.3871,24.02457
308,1,45274.27217,52268.384,171.52775,954.58566,15.59316,2.05005,9.39353
309,1,45173.087,63195.5898,180.76861,839.96248,12.84947,3.47236,12.34322
310,1,45424.57872,78174.41133,204.86956,224.36452,8.78485,0.53045,21.58809
311,1,45485.26247,15336.32701,141.50101,258.57799,9.09347,0.96395,14.38481
312,1,45500.73703,46439.97768,166.83868,301.23038,10.5437,0.9055,15.6271
313,1,45887.70391,49181.74989,158.28319,303.94013,10.21944,0.68352,14.24979
314,1,45862.84448,70687.78101,201.07638,619.16091,13.33339,1.41799,13.60157
315,1,46071.3365,26336.11771,143.50839,296.23441,10.00546,0.87787,13.37742
316,1,46146.42127,56015.44135,151.19035,924.16105,15.27758,2.14246,8.37578
317,1,46460.09577,81238.03032,185.40448,114.65675,8.99974,0.75535,29.97592
318,1,46804.45083,17714.50922,147.31737,617.8784,10.54344,2.32248,10.49859
319,1,46794.85704,38297.98443,159.89686,194.92494,9.40422,0.41427,17.5887
320,1,46821.65509,54538.88533,178.42573,271.34816,12.55136,0.82782,17.62752
321,1,46961.35047,29520.53703,151.0713,275.03535,9.89064,0.6291,14.2306
322,1,47007.18963,31381.43413,253.95734,798.87292,10.16147,11.87397,46.58631
323,1,47173.62918,59998.57525,189.81705,298.3273,11.00861,0.74596,17.63598
324,1,47355.23071,71867.8961,207.11733,206.08642,10.79554,0.59,23.19581
325,1,47377.56634,13775.82844,141.0247,358.97455,9.59913,0.9067,11.8515
326,1,47623.66254,3237.5085,162.18533,280.19869,8.26742,1.52231,17.32945
327,1,47976.78169,885.11405,136.46866,178.80427,6.71703,0.59993,16.13051
328,1,48139.58314,7409.87729,141.54058,248.55577,6.8687,0.64007,14.07889
329,1,48046.62223,26441.45991,139.06017,690.40988,12.83976,2.39541,9.25205
330,1,48163.99229,76782.45794,154.38078,216.75341,8.13406,0.37442,15.94472
331,1,48431.3195,71780.6868,172.48881,213.29555,12.14155,0.58525,18.66042
332,1,48961.9988,584.99804,165.64202,163.99425,6.93571,0.97811,22.36154
333,1,48979.48816,3415.54515,214.96392,700.79856,7.68723,8.04621,28.50565
334,1,49094.68649,80383.61449,184.85799,1088.10122,11.31086,4.34548,11.5391
335,1,49239.28002,39518.1793,141.2206,511.14619,9.81977,1.59068,10.44611
336,1,49376.40647,13801.13285,147.58004,614.42005,10.61693,1.78797,10.03999
337,1,49460.51964,70600.25814,188.24433,525.32626,15.80716,1.21832,13.55148
338,1,50067.82127,55056.20833,181.06309,299.34052,12.01747,0.76131,16.76537
339,1,50153.47721,57134.85401,167.87052,350.71215,11.60136,0.74272,14.12566
340,1,50203.78414,68164.0238,151.96612,654.45286,13.27041,1.35962,9.60981
341,1,50517.46226,15104.99445,137.41396,341.12741,9.19789,0.73541,11.64069
342,1,50712.70355,66258.85233,163.2552,1105.26485,14.24867,2.85508,8.67995
343,1,50679.51781,70598.85221,188.02669,459.87576,15.23794,1.23383,14.64924
344,1,50787.0735,18528.57476,219.74824,919.91881,9.62376,9.38227,26.16376
345,1,50841.89743,25975.74713,153.55404,724.25236,11.60168,2.25942,9.94337
346,1,51566.23256,60331.51752,146.47325,635.17876,12.51504,1.60725,9.6074
347,1,51789.3751,44108.7358,134.44305,816.72856,22.92087,15.2771,18.52504
348,1,52267.85354,43454.01071,132.95863,771.61876,23.08933,13.27287,17.18634
349,1,52235.64649,69688.37185,147.30941,533.63485,12.80456,0.9272,10.00215
350,1,52373.86662,32780.78333,155.32908,337.78156,9.62169,0.64316,13.12765
351,1,52330.58352,71904.99099,148.82092,487.04193,11.76164,0.75989,10.44974
352,1,52506.86795,5527.44065,157.57869,233.01328,7.28409,1.08399,17.48999
353,1,52762.75082,55365.15943,180.47519,364.1048,12.64803,0.63156,14.71225
354,1,52874.13617,14514.00335,143.58972,219.13728,8.50379,1.00337,16.15271
355,1,52878.56679,53741.27909,179.63977,645.52694,14.8698,1.53737,11.84434
356,1,52974.50361,10355.21969,144.40706,678.15627,9.8275,1.71673,9.20039
357,1,53075.76175,42361.84337,139.38671,527.96262,15.7604,4.03094,12.75541
358,1,53038.4384,65881.48676,148.66542,385.85266,11.03971,0.91518,12.04605
359,1,53355.34957,22573.24922,142.73679,511.74653,10.69928,1.21328,10.1786
360,1,53322.87004,42994.46424,184.98985,286.26241,16.09253,2.94333,25.26779
361,1,53541.39747,75346.32989,150.21569,204.51289,8.47279,0.69728,16.80986
362,1,53827.57817,18550.25595,259.99053,1166.63719,7.29602,15.99141,44.32342
363,1,53713.5823,70078.83773,172.55399,170.93491,11.24742,0.43447,20.49388
364,1,53813.74954,45740.21024,138.07033,487.40125,12.58161,1.14488,10.03347
365,1,53816.96311,61526.24751,163.18145,716.52727,13.29172,1.90723,10.37972
366,1,53760.31646,76278.55198,150.65303,236.20754,8.70451,0.55424,15.24867
367,1,53970.26928,18548.09427,244.76444,1014.79764,8.36243,14.35123,41.07932
368,1,54222.81161,42027.65097,164.44808,305.8319,13.62385,1.18418,15.88258
369,1,54626.96755,26686.50607,134.06428,380.04703,12.32617,2.13604,12.44806
370,1,54607.99792,51678.7757,157.64622,1166.97761,14.84809,2.67543,7.96133
371,1,54616.12752,68330.83437,182.89217,186.52737,10.98969,0.4333,20.76868
372,1,54755.22158,7627.58389,155.41069,218.80094,7.40494,1.15302,18.07428
373,1,54909.24223,27484.95318,139.13985,470.08123,13.40031,2.41771,11.73566
374,1,54929.48886,28843.04107,135.63647,324.47197,11.01191,1.14945,12.37671
375,1,54929.01365,30431.30918,157.45654,778.45791,12.14677,1.71542,9.33999
376,1,55058.8992,44364.36166,188.78442,342.58621,13.44721,2.57091,21.5745
377,1,55162.2898,45900.01183,155.01143,318.94064,12.59698,0.52489,13.31357
378,1,55352.2542,15050.15269,145.72834,137.61774,7.56797,0.44686,19.39243
379,1,55205.9644,54456.83162,144.94456,559.68621,13.46524,1.09095,9.72994
380,1,55228.2959,80104.79045,154.11876,278.81889,7.91991,0.59185,14.34778
381,1,55376.78846,887.28898,141.18624,345.07782,6.95442,1.15627,12.48512
382,1,55518.04136,59881.72063,143.35611,459.69249,11.61919,1.02048,10.64764
383,1,55790.63917,40687.49303,140.98681,571.38352,11.68221,1.37495,9.58859
384,1,55730.24035,44215.19428,137.84729,539.00119,15.3512,3.03938,11.31001
385,1,56064.71918,1669.37018,130.70585,108.7851,6.81294,1.03594,22.11957
386,1,56079.60926,16074.43223,141.30604,244.94371,8.33412,0.69429,14.27078
387,1,56284.67661,22825.2843,311.42077,2918.02209,11.21782,28.22042,43.5726
388,1,56068.46454,69077.48397,185.75145,214.4752,10.71667,0.46426,19.68483
389,1,56246.80268,53424.08036,163.34207,398.36344,13.68025,0.71885,12.7652
390,1,56279.21402,66204.13656,145.59226,307.69812,10.15949,0.71412,13.02974
391,1,56382.07587,4277.24229,138.03658,246.07188,6.57082,0.69792,13.90198
